,SPY,Adj Close,SMA,STD,UBB,LBB,Change,Gain,Loss,Avg Gain,Avg Loss,RS,RSI,26EMA,12EMA,MACD
2008-01-28,123.32,96.41,93.6807142857143,2.752108182929854,99.184930651574,88.1764979198546,0.4200000000000017,0.4200000000000017,-0.0,1.0514285714285723,0.7278571428571438,1.444553483807654,59.09273384183058,94.34474052798546,95.00984409056257,-0.6651035625771016
2008-01-29,123.93,97.44,94.23928571428574,2.65645936796075,99.55220445020724,88.92636697836424,1.0300000000000011,1.0300000000000011,-0.0,1.125000000000001,0.566428571428573,1.9861286254728845,66.5118243243243,94.64316832915739,95.40003789628297,-0.7568695671255767
2008-01-30,123.01,97.02,94.72071428571431,2.4892027277383986,99.69911974119111,89.7423088302375,-0.4200000000000017,0.0,0.4200000000000017,1.0778571428571442,0.5964285714285731,1.807185628742512,64.37713310580202,94.86732162145012,95.65840881618286,-0.7910871947327394
2008-01-31,125.26,98.36,95.19214285714288,2.510238047465845,100.21261895207458,90.17166676221119,1.3400000000000034,1.3400000000000034,-0.0,1.0678571428571442,0.5964285714285731,1.7904191616766438,64.16309012875533,95.19017527161807,96.08687185430882,-0.8966965826907511
2008-02-01,127.27,100.17,95.94000000000003,2.298865941151141,100.53773188230231,91.34226811769774,1.8100000000000023,1.8100000000000023,-0.0,1.1971428571428586,0.44928571428571573,2.664546899841012,72.71149674620386,95.64219612179558,96.73138021738039,-1.0891840955848124
2008-02-04,125.67,99.12,96.26785714285715,2.4070670904696647,101.08199132379649,91.45372296191782,-1.0499999999999972,0.0,1.0499999999999972,0.8521428571428586,0.5242857142857156,1.6253405994550398,61.909704203425,95.95269370866373,97.10691365814242,-1.1542199494786871
2008-02-05,122.3,96.45,96.47714285714288,2.273440052064227,101.02402296127133,91.93026275301443,-2.6700000000000017,0.0,2.6700000000000017,0.8521428571428586,0.6428571428571439,1.3255555555555558,56.999522216913526,95.99642809555607,97.00398221113633,-1.0075541155802625
2008-02-06,121.32,95.5,96.63214285714288,2.1105018672979794,100.85314659173883,92.41113912254693,-0.9500000000000028,0.0,0.9500000000000028,0.8521428571428586,0.6971428571428585,1.2223360655737703,55.002305209774086,95.95336811603867,96.76899219792817,-0.8156240818894958
2008-02-07,122.12,94.34,96.73857142857146,1.935410340680579,100.60939210993261,92.86775074721031,-1.1599999999999966,0.0,1.1599999999999966,0.8521428571428586,0.7457142857142866,1.1427203065134106,53.33035315154226,95.81517547834035,96.39038211310069,-0.5752066347603346
2008-02-08,121.34,95.2,96.75571428571432,1.9194418831674143,100.59459805204915,92.91683051937949,0.8599999999999994,0.8599999999999994,-0.0,0.7628571428571443,0.7457142857142866,1.0229885057471273,50.56818181818184,95.76308600951832,96.20521074062962,-0.44212473111130635
2008-02-11,121.96,96.92,97.03857142857146,1.5785770473770433,100.19572552332555,93.88141733381737,1.7199999999999989,1.7199999999999989,-0.0,0.8857142857142871,0.6028571428571438,1.4691943127962086,59.50095969289827,95.86001923270416,96.3162108538989,-0.45619162119473344
2008-02-12,123.09,98.21,97.09357142857145,1.6068009648551602,100.30717335828177,93.87996949886113,1.289999999999992,1.289999999999992,-0.0,0.6578571428571435,0.6028571428571438,1.091232227488151,52.18130311614729,96.05502093059934,96.60987446040903,-0.5548535298096908
2008-02-13,124.35,99.95,97.22000000000003,1.7610879504530454,100.74217590090612,93.69782409909394,1.740000000000009,1.740000000000009,-0.0,0.7292857142857149,0.6028571428571438,1.2097156398104256,54.74530831099194,96.37537370266602,97.12718526365404,-0.7518115609880169
2008-02-14,123.25,97.84,97.35214285714288,1.7308431852332193,100.81382922760932,93.89045648667644,-2.1099999999999994,0.0,2.1099999999999994,0.7292857142857149,0.5971428571428571,1.2212918660287093,54.981152396338196,96.49485911502283,97.23747057764525,-0.7426114626224205
2008-02-15,123.22,97.87,97.45642857142857,1.713608909438102,100.88364639030478,94.02921075255237,0.030000000000001137,0.030000000000001137,-0.0,0.701428571428572,0.5971428571428571,1.1746411483253598,54.01540154015404,96.6062083638124,97.33524904974679,-0.7290406859343932
2008-02-19,123.57,96.8,97.41071428571429,1.7225940380079006,100.85590236173009,93.9655262096985,-1.0700000000000074,0.0,1.0700000000000074,0.6278571428571433,0.673571428571429,0.9321314952279958,48.2436882546652,96.6217927341352,97.25256944182412,-0.6307767076889235
2008-02-20,123.94,99.42,97.58214285714287,1.7984701985146179,101.1790832541721,93.98520246011364,2.6200000000000045,2.6200000000000045,-0.0,0.8150000000000007,0.6435714285714289,1.2663706992230859,55.87659157688542,96.8454008712467,97.58716263438592,-0.7417617631392233
2008-02-21,122.91,98.57,97.59714285714287,1.8063155383752798,101.20977393389343,93.98451178039231,-0.8500000000000085,0.0,0.8500000000000085,0.7192857142857149,0.7042857142857153,1.02129817444219,50.52684395383842,96.982415903937,97.7388064608821,-0.7563905569451066
2008-02-22,123.66,99.63,97.55857142857144,1.7521014070708036,101.06277424271305,94.05436861442983,1.0600000000000023,1.0600000000000023,-0.0,0.6657142857142863,0.7042857142857153,0.9452332657200806,48.59228362877997,97.19163553520517,98.03047226703717,-0.8388367318320036
2008-02-25,125.22,101.48,97.72714285714288,2.008633016109899,101.74440888936267,93.70987682492309,1.8500000000000085,1.8500000000000085,-0.0,0.797857142857144,0.6292857142857154,1.2678774120317815,55.9059059059059,97.5288455260148,98.56226878592314,-1.0334232599083322
2008-02-26,126.16,105.44,98.36928571428574,2.8356805295967753,104.0406467734793,92.69792465509218,3.9599999999999937,3.9599999999999937,-0.0,1.0807142857142864,0.4385714285714296,2.4641693811074874,71.13305124588618,98.14810532474313,99.62223638001596,-1.474131055272835
2008-02-27,126.03,107.36,99.21642857142858,3.5850879339990733,106.38660443942672,92.04625270343044,1.9200000000000017,1.9200000000000017,-0.0,1.2178571428571436,0.37071428571428655,3.285163776493251,76.66366906474818,98.8661650914034,100.81442706037778,-1.9482619689743785
2008-02-28,124.8,106.24,100.06642857142859,3.7470308391966043,107.5604902498218,92.57236689303538,-1.1200000000000045,0.0,1.1200000000000045,1.2178571428571436,0.36785714285714427,3.3106796116504746,76.80180180180174,99.43873081947152,101.65017783891105,-2.2114470194395324
2008-02-29,122.02,104.96,100.76357142857145,3.6792967704814283,108.12216496953431,93.4049778876086,-1.2800000000000011,0.0,1.2800000000000011,1.1564285714285722,0.4592857142857158,2.517884914463446,71.57382847038014,99.8659210988211,102.15992172213927,-2.294000623318169
2008-03-03,121.73,105.3,101.36214285714287,3.687546982379088,108.73723682190105,93.98704889238469,0.3400000000000034,0.3400000000000034,-0.0,1.057857142857144,0.4592857142857158,2.3032659409020164,69.72693032015061,100.284983380186,102.64344448732312,-2.358461107137117
2008-03-04,121.26,106.67,101.96642857142858,3.8219922455801907,109.61041306258896,94.3224440802682,1.3700000000000045,1.3700000000000045,-0.0,1.0635714285714306,0.4592857142857158,2.315707620528768,69.84052532833017,100.77588555141968,103.26338518736952,-2.4874996359498454
2008-03-05,122.03,106.37,102.425,3.9446219473724886,110.31424389474498,94.53575610525502,-0.29999999999999716,0.0,0.29999999999999716,0.9392857142857157,0.48071428571428704,1.953937592867754,66.14688128772633,101.20477550953835,103.74163312957383,-2.5368576200354767
2008-03-06,119.5,103.73,102.8457142857143,3.726034630265064,110.29778354624442,95.39364502518417,-2.6400000000000006,0.0,2.6400000000000006,0.9392857142857157,0.5185714285714299,1.8112947658402185,64.4292013718765,101.39787868867336,103.73984244404834,-2.3419637553749766
2008-03-07,118.27,105.04,103.35785714285716,3.4737303791821903,110.30531790122154,96.41039638449277,1.3100000000000023,1.3100000000000023,-0.0,1.0307142857142872,0.5185714285714299,1.987603305785122,66.52835408022128,101.67572502336576,103.93995871815062,-2.2642336947848634
2008-03-10,116.71,105.1,103.9507142857143,2.934899983319442,109.82051425235318,98.08091431907542,0.05999999999998806,0.05999999999998806,-0.0,1.0350000000000006,0.442142857142858,2.340872374798058,70.0676982591876,101.93637573683364,104.11849608573995,-2.1821203489063095
2008-03-11,120.91,107.39,104.52000000000001,2.7559920732275147,110.03198414645504,99.00801585354498,2.2900000000000063,2.2900000000000063,-0.0,1.0114285714285722,0.442142857142858,2.287560581583196,69.58230958230956,102.35065053805802,104.62197016518796,-2.271319627129941
2008-03-12,119.78,107.92,105.18785714285717,2.2980666743071416,109.78399049147146,100.59172379424288,0.5300000000000011,0.5300000000000011,-0.0,1.049285714285715,0.38142857142857167,2.7509363295880154,73.33999001497753,102.77291847554963,105.1295007803588,-2.356582304809166
2008-03-13,120.04,106.85,105.70357142857145,1.6825786398030713,109.06872870817759,102.33841414896531,-1.0700000000000074,0.0,1.0700000000000074,0.9735714285714293,0.45785714285714363,2.126365054602182,68.0139720558882,103.0815039355186,105.39425538604155,-2.3127514505229527
2008-03-14,118.18,106.23,106.04285714285717,1.1645694389012113,108.3719960206596,103.71371826505475,-0.6199999999999903,0.0,0.6199999999999903,0.8414285714285715,0.5021428571428572,1.6756756756756757,62.62626262626262,103.31942283212096,105.52285713495507,-2.2034343028341112
2008-03-17,116.99,106.52,106.12000000000002,1.1573112073983989,108.43462241479682,103.80537758520322,0.28999999999999204,0.28999999999999204,-0.0,0.5792857142857143,0.5021428571428572,1.1536273115220481,53.5667107001321,103.56091701942113,105.67628962855684,-2.1153726091357186
2008-03-18,121.85,109.16,106.24857142857147,1.3835398142385127,109.01565105704849,103.48149180009445,2.6400000000000006,2.6400000000000006,-0.0,0.6307142857142856,0.5021428571428572,1.2560455192034135,55.674653215636816,103.98280455535149,106.2123216309229,-2.229517075571408
2008-03-19,118.83,107.8,106.36000000000003,1.4442831599636459,109.24856631992732,103.47143368007274,-1.3599999999999994,0.0,1.3599999999999994,0.6307142857142856,0.519285714285714,1.2145804676753786,54.84472049689442,104.27006159090034,106.45660936490013,-2.1865477739997914
2008-03-20,121.03,109.08,106.65428571428573,1.5527480071238589,109.75978172853345,103.54878970003801,1.2800000000000011,1.2800000000000011,-0.0,0.7221428571428571,0.4278571428571425,1.6878130217028393,62.79503105590064,104.63159955527071,106.86024920107049,-2.228649645799777
2008-03-24,123.45,109.76,106.97285714285717,1.703703786873574,110.38026471660432,103.56544956911002,0.6800000000000068,0.6800000000000068,-0.0,0.7464285714285717,0.4278571428571425,1.7445742904841424,63.5644768856448,105.01665466656763,107.30640331395223,-2.2897486473845987
2008-03-25,123.57,108.75,107.1214285714286,1.7648571837748381,110.65114293897827,103.59171420387892,-1.0100000000000051,0.0,1.0100000000000051,0.6485714285714285,0.5,1.297142857142857,56.46766169154229,105.29668251679927,107.52851137389315,-2.2318288570938876
2008-03-26,122.06,107.78,107.22214285714287,1.758899037516538,110.73994093217594,103.7043447821098,-0.9699999999999989,0.0,0.9699999999999989,0.6485714285714285,0.5478571428571429,1.1838331160365054,54.208955223880594,105.48277560279963,107.56720432889466,-2.0844287260950267
2008-03-27,121.67,106.49,107.41928571428572,1.4679994984581284,110.35528471120197,104.48328671736947,-1.2900000000000063,0.0,1.2900000000000063,0.6485714285714285,0.45142857142857196,1.4367088607594918,58.96103896103892,105.55818917270383,107.40147189802127,-1.8432827253174366
2008-03-28,120.51,105.62,107.4607142857143,1.4024070751377418,110.2655284359898,104.65590013543881,-0.8699999999999903,0.0,0.8699999999999903,0.5549999999999997,0.5135714285714285,1.0806675938803891,51.93850267379679,105.56281342090469,107.12738714080955,-1.5645737199048568
2008-03-31,120.93,106.14,107.53500000000004,1.290847962209049,110.11669592441814,104.95330407558194,0.519999999999996,0.519999999999996,-0.0,0.5878571428571432,0.5135714285714285,1.144645340751044,53.372243839169926,105.60596255132093,106.97547572519987,-1.3695131738789428
2008-04-01,125.18,107.39,107.53500000000004,1.290847962209049,110.11669592441814,104.95330407558194,1.25,1.25,-0.0,0.5135714285714285,0.5135714285714285,1.0,50.0,105.73924194382556,107.03925071594551,-1.300008772119952
2008-04-02,125.26,105.84,107.3864285714286,1.3609250651552467,110.1082787017391,104.6645784411181,-1.5499999999999972,0.0,1.5499999999999972,0.4757142857142855,0.6242857142857139,0.7620137299771168,43.24675324675325,105.74676447849502,106.85474564768877,-1.1079811691937493
2008-04-03,125.58,106.95,107.39357142857146,1.3581526318604074,110.10987669229227,104.67726616485065,1.1099999999999994,1.1099999999999994,-0.0,0.5549999999999997,0.5478571428571419,1.0130378096479804,50.32383419689122,105.8365447549508,106.86940049665479,-1.0328557417039974
2008-04-04,125.44,106.71,107.42785714285718,1.3323327060315018,110.09252255492018,104.76319173079418,-0.2400000000000091,0.0,0.2400000000000091,0.5549999999999997,0.5207142857142861,1.0658436213991755,51.59362549800794,105.90168295952165,106.84487687148705,-0.9431939119653947
2008-04-07,125.5,107.22,107.47785714285718,1.3085645604218372,110.09498626370085,104.8607280220135,0.5100000000000051,0.5100000000000051,-0.0,0.5707142857142864,0.5207142857142861,1.0960219478738003,52.29057591623038,105.99994762014732,106.90258906158535,-0.9026414414380213
2008-04-08,125.37,107.19,107.3371428571429,1.2164413961759297,109.77002564949476,104.90426006479103,-0.030000000000001137,0.0,0.030000000000001137,0.38214285714285773,0.5228571428571434,0.7308743169398911,42.22573007103396,106.08861056550018,106.94680673815144,-0.8581961726512617
2008-04-09,124.47,107.65,107.32642857142862,1.2127058565481859,109.75184028452499,104.90101685833226,0.46000000000000796,0.46000000000000796,-0.0,0.4150000000000012,0.42571428571428627,0.9748322147651022,49.36278674596436,106.20488946175581,107.05499157791466,-0.8501021161588511
2008-04-10,124.64,109.5,107.35642857142862,1.2635518140598605,109.88353219954834,104.8293249433089,1.8499999999999943,1.8499999999999943,-0.0,0.4557142857142864,0.42571428571428627,1.0704697986577183,51.70178282009725,106.45018357140262,107.43115042978542,-0.9809668583828
2008-04-11,122.22,106.94,107.15500000000006,1.059156050099466,109.27331210019899,105.03668789980112,-2.5600000000000023,0.0,2.5600000000000023,0.40714285714285736,0.6085714285714293,0.6690140845070418,40.08438818565399,106.48663300525071,107.35558819459705,-0.8689551893463374
2008-04-14,121.81,108.12,107.11000000000006,0.9977821559689234,109.1055643119379,105.11443568806222,1.1800000000000068,1.1800000000000068,-0.0,0.4914285714285721,0.5364285714285718,0.9161118508655133,47.81097984711607,106.60813779683377,107.47319084127481,-0.8650530444410407
2008-04-15,122.09,108.01,107.12642857142863,1.0114620578678464,109.14935268716432,105.10350445569294,-0.10999999999999943,0.0,0.10999999999999943,0.4914285714285721,0.4750000000000004,1.034586466165414,50.849963045085005,106.71238829503548,107.55577735916448,-0.8433890641289992
2008-04-16,125.4,111.06,107.4528571428572,1.4378372036418465,110.3285315501409,104.5771827355735,3.049999999999997,3.049999999999997,-0.0,0.7092857142857147,0.38285714285714284,1.8526119402985088,64.94440810987575,107.0356073218193,108.09489126040133,-1.059283938582027
2008-04-17,125.58,113.46,108.0128571428572,2.0608416076615264,112.13454035818026,103.89117392753414,2.3999999999999915,2.3999999999999915,-0.0,0.8807142857142856,0.32071428571428634,2.7461024498886357,73.3055885850178,107.51309373433355,108.92029613611713,-1.4072024017835787
2008-04-18,126.89,114.68,108.6228571428572,2.6449616212759746,113.91278038540915,103.33293390030525,1.220000000000013,1.220000000000013,-0.0,0.9307142857142868,0.32071428571428634,2.902004454342982,74.37214611872145,108.0456336263319,109.80640763052838,-1.7607740041964774
2008-04-21,126.96,114.63,109.14000000000006,3.060510264142887,115.26102052828583,103.01897947171429,-0.05000000000001137,0.0,0.05000000000001137,0.8414285714285725,0.32428571428571573,2.594713656387657,72.18137254901954,108.534774499425,110.54850103733739,-2.0137265379123903
2008-04-22,126.4,114.01,109.72357142857149,3.1601670042113974,116.04390543699428,103.4032374201487,-0.6199999999999903,0.0,0.6199999999999903,0.8414285714285725,0.25785714285714384,3.263157894736834,76.54320987654316,108.94143218370311,111.08104071951274,-2.1396085358096286
2008-04-23,126.2,113.94,110.2228571428572,3.2394454144818634,116.70174797182092,103.74396631389347,-0.07000000000000739,0.0,0.07000000000000739,0.7621428571428582,0.26285714285714434,2.8994565217391184,74.35540069686402,109.3126138131826,111.52088157341018,-2.208267760227585
2008-04-24,126.75,114.49,110.77857142857148,3.2577360169364464,117.29404346244438,104.26309939469859,0.5499999999999972,0.5499999999999972,-0.0,0.8014285714285724,0.24571428571428658,3.2616279069767367,76.53478854024553,109.69700352103814,111.97766987129638,-2.280666350258244
2008-04-25,127.92,113.46,111.22428571428577,3.1587770620088924,117.54183983830356,104.90673159026798,-1.0300000000000011,0.0,1.0300000000000011,0.7650000000000006,0.3192857142857152,2.395973154362411,70.55335968379443,109.97633586340673,112.20572101840675,-2.229385155000017
2008-04-28,127.95,112.18,111.58071428571434,2.9426792195229163,117.46607272476017,105.6953558466685,-1.279999999999987,0.0,1.279999999999987,0.7650000000000006,0.4085714285714285,1.8723776223776243,65.18563603164944,110.13989112217293,112.20176393339446,-2.0618728112215337
2008-04-29,127.44,113.25,111.98071428571434,2.740966882424974,117.4626480505643,106.49878052086439,1.0699999999999932,1.0699999999999932,-0.0,0.808571428571428,0.4085714285714285,1.9790209790209783,66.43192488262909,110.37068881765262,112.36303120186193,-1.9923423842093086
2008-04-30,126.69,111.27,112.1071428571429,2.657284410739934,117.42171167862277,106.79257403566304,-1.980000000000004,0.0,1.980000000000004,0.6764285714285714,0.5500000000000002,1.2298701298701293,55.154338963308085,110.43741669767887,112.19487239546058,-1.7574556977817082
2008-05-01,129.31,113.95,112.60785714285718,2.2357555204569652,117.07936818377111,108.13634610194326,2.680000000000007,2.680000000000007,-0.0,0.8678571428571432,0.36714285714285716,2.3638132295719854,70.27183342972818,110.69801391158998,112.46489224426819,-1.7668783326782034
2008-05-02,129.67,113.56,112.99642857142862,1.832058981007754,116.66054653344413,109.33231060941311,-0.39000000000000057,0.0,0.39000000000000057,0.7835714285714285,0.3950000000000001,1.9837251356238692,66.48484848484847,110.91031903603415,112.6333704752805,-1.7230514392463476
2008-05-05,129.05,112.5,113.31714285714291,1.1627449523334419,115.6426327618098,110.99165295247603,-1.0600000000000023,0.0,1.0600000000000023,0.7835714285714285,0.46285714285714313,1.6929012345679,62.86532951289397,111.02823062094177,112.61285192879728,-1.5846213078555138
2008-05-06,130.17,113.22,113.47142857142863,0.967040347125245,115.40550926567913,111.53734787717814,0.7199999999999989,0.7199999999999989,-0.0,0.6171428571428572,0.46285714285714313,1.3333333333333326,57.14285714285713,111.19078487845937,112.70625936991537,-1.515474491456004
2008-05-07,127.85,114.91,113.57500000000006,1.040574915057649,115.65614983011535,111.49385016988477,1.6899999999999977,1.6899999999999977,-0.0,0.566428571428572,0.46285714285714313,1.2237654320987659,55.03122831367107,111.46659803115115,113.04529652981901,-1.5786984986678618
2008-05-08,127.52,115.63,113.6428571428572,1.1440106815766717,115.93087850601054,111.35483577970385,0.7199999999999989,0.7199999999999989,-0.0,0.5307142857142851,0.46285714285714313,1.146604938271603,53.4148094895758,111.77532541286826,113.4429433563707,-1.6676179435024494
2008-05-09,127.28,114.83,113.65714285714292,1.1584434422069518,115.97402974155682,111.34025597272901,-0.7999999999999972,0.0,0.7999999999999972,0.5307142857142851,0.5164285714285707,1.0276625172890737,50.68212824010915,112.00181989435679,113.6563367492005,-1.6545168548437204
2008-05-12,128.71,115.93,113.79428571428578,1.3074915165824805,116.40926874745074,111.17930268112082,1.1000000000000085,1.1000000000000085,-0.0,0.6092857142857143,0.4721428571428571,1.2904689863842664,56.34081902245707,112.29306085994399,114.00613118291574,-1.7130703229717454
2008-05-13,128.73,117.17,114.02500000000006,1.5897012297916526,117.20440245958336,110.84559754041676,1.2399999999999949,1.2399999999999949,-0.0,0.6978571428571426,0.4671428571428566,1.493883792048931,59.90190067443288,112.65461983517818,114.49288033465207,-1.8382604994738898
2008-05-14,128.99,118.04,114.27857142857148,1.9186688379945112,118.1159091045605,110.44123375258246,0.8700000000000045,0.8700000000000045,-0.0,0.720714285714286,0.4671428571428566,1.5428134556574948,60.673481659651266,113.05384792126095,115.0385911500655,-1.9847432288045468
2008-05-15,130.61,118.91,114.6678571428572,2.2619806792737394,119.19181850140468,110.14389578430972,0.8699999999999903,0.8699999999999903,-0.0,0.7828571428571424,0.3935714285714279,1.989110707803995,66.54523375834853,113.48795011885534,115.63419260179107,-2.146242482935733
2008-05-16,130.73,118.31,115.10571428571434,2.3354614575670736,119.77663720084848,110.4347913705802,-0.5999999999999943,0.0,0.5999999999999943,0.7828571428571424,0.34499999999999986,2.2691511387163557,69.41101963267892,113.84537774232243,116.0458553311893,-2.2004775888668746
2008-05-19,131.08,117.08,115.37928571428576,2.3256643857543016,120.03061448579436,110.72795694277715,-1.230000000000004,0.0,1.230000000000004,0.7064285714285715,0.432857142857143,1.6320132013201316,62.006269592476485,114.08512766946181,116.20495452825693,-2.119826858795122
2008-05-20,130.02,115.87,115.7078571428572,2.0030061199318903,119.71386938272097,111.70184490299341,-1.2099999999999937,0.0,1.2099999999999937,0.7064285714285715,0.3778571428571423,1.8695652173913075,65.15151515151518,114.2174161908342,116.15342305764347,-1.9360068668092651
2008-05-21,127.82,114.43,115.74214285714291,1.9745074500570416,119.69115775725699,111.79312795702883,-1.4399999999999977,0.0,1.4399999999999977,0.5149999999999996,0.480714285714285,1.0713224368499263,51.721664275466296,114.23317149374303,115.88828102819203,-1.6551095344489966
2008-05-22,127.84,115.43,115.87571428571435,1.8763455245432867,119.62840533480093,112.12302323662777,1.0,1.0,-0.0,0.586428571428571,0.45285714285714207,1.294952681388014,56.426116838488,114.32186900430949,115.81777624999272,-1.4959072456832274
2008-05-23,126.13,114.96,116.05142857142864,1.6356502218850903,119.32272901519883,112.78012812765846,-0.4700000000000131,0.0,0.4700000000000131,0.586428571428571,0.4107142857142857,1.4278260869565207,58.81088825214898,114.36915946495012,115.68581066573587,-1.3166512007857563
2008-05-27,127.06,117.85,116.38214285714291,1.4797670220550034,119.34167690125291,113.42260881303291,2.8900000000000006,2.8900000000000006,-0.0,0.7414285714285711,0.4107142857142857,1.805217391304347,64.35213887166769,114.62710808059826,116.0187628866663,-1.3916548060680327
2008-05-28,127.65,119.91,116.73928571428577,1.686121924078514,120.1115295624428,113.36704186612874,2.0600000000000023,2.0600000000000023,-0.0,0.7678571428571429,0.4107142857142857,1.8695652173913044,65.15151515151516,115.01858598324755,116.61741477407963,-1.598828790832087
2008-05-29,128.29,120.06,117.05571428571433,1.8678235556834368,120.7913613970812,113.32006717434746,0.15000000000000568,0.15000000000000568,-0.0,0.7271428571428576,0.4107142857142857,1.770434782608697,63.90458254865036,115.39215887055701,117.14704328820923,-1.754884417652221
2008-05-30,128.61,119.8,117.41071428571433,1.884489174962417,121.17969263563917,113.6417359357895,-0.2600000000000051,0.0,0.2600000000000051,0.7271428571428576,0.3721428571428577,1.9539347408829157,66.14684860298894,115.71877475655978,117.5551904862677,-1.836415729707923
2008-06-02,127.28,117.89,117.55071428571434,1.8382619897224184,121.22723826515917,113.8741903062695,-1.9099999999999966,0.0,1.9099999999999966,0.6485714285714285,0.5085714285714289,1.2752808988764035,56.049382716049365,115.8796560310628,117.60669964346836,-1.7270436124055664
2008-06-03,126.54,118.33,117.63357142857147,1.8459086032167609,121.325388635005,113.94175422213794,0.4399999999999977,0.4399999999999977,-0.0,0.5914285714285715,0.5085714285714289,1.1629213483146061,53.76623376623376,116.06121500325534,117.71797662366636,-1.656761620411018
2008-06-04,126.47,118.06,117.63500000000003,1.8462550453035393,121.3275100906071,113.94248990939296,-0.269999999999996,0.0,0.269999999999996,0.529285714285714,0.5278571428571429,1.002706359945872,50.06756756756755,116.2093124342565,117.77059560554903,-1.56128317129253
2008-06-05,129.0,118.92,117.63571428571433,1.8467881236426273,121.32929053299958,113.94213803842908,0.8599999999999994,0.8599999999999994,-0.0,0.528571428571429,0.5278571428571429,1.0013531799729372,50.03380662609873,116.41015343302894,117.94742705343197,-1.5372736204030275
2008-06-06,124.89,115.65,117.44571428571433,1.9079014419222478,121.26151716955883,113.62991140186983,-3.269999999999996,0.0,3.269999999999996,0.528571428571429,0.7185714285714287,0.7355864811133205,42.382588774341365,116.35383296345285,117.59397673315112,-1.2401437696982782
2008-06-09,125.19,116.5,117.40428571428576,1.9226932804143593,121.24967227511448,113.55889915345705,0.8499999999999943,0.8499999999999943,-0.0,0.5892857142857143,0.6307142857142856,0.9343148357870897,48.30210772833725,116.36466243165594,117.42567261859861,-1.0610101869426671
2008-06-10,124.57,116.57,117.45428571428576,1.8885228834514458,121.23133148118865,113.67723994738287,0.06999999999999318,0.06999999999999318,-0.0,0.5942857142857138,0.5442857142857146,1.0918635170603659,52.19573400250938,116.37987558798096,117.29403067611089,-0.914155088129931
2008-06-11,122.73,114.08,117.42928571428574,1.933420501382439,121.29612671705061,113.56244471152087,-2.489999999999995,0.0,2.489999999999995,0.5942857142857138,0.6192857142857144,0.9596309111880035,48.96998234255442,116.20948367317138,116.79956441454546,-0.5900807413740807
